"categorySetId","questionType","questionPhrase","Answer1","Answer2","Answer3","Answer4","Answer5","CorrectAnswerAsLetter","textIfCorrect","textIfIncorrect","questionImageId","solutionImageId","autor","pointsToAchieve"
"6.3.2","Multiple Choice","<SPAN STYLE="""" >Welches Ger&auml;t wird ben&ouml;tigt, wenn ein analoges Endger&auml;t am S-Bus angeschlossen werden soll?</SPAN>","<SPAN STYLE="""" >ein D/A-Wandler</SPAN>","<SPAN STYLE="""" >ein A/D-Wandler</SPAN>","<SPAN STYLE="""" >ein Terminal Equipment</SPAN>","<SPAN STYLE="""" >ein Terminal Adapter</SPAN>","VOID","d","VOID","VOID","1970","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.2","Multiple Choice","<SPAN STYLE="""" >Welche Spannung misst man an der U-Schnittstelle?</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >40</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >48</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >97</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >230</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >AC</SPAN>","VOID","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.2","Multiple Choice","<SPAN STYLE="""" >Am S-Bus misst man folgende Gleichspannung:</SPAN>","<SPAN STYLE="""" >40</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >48</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >60</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","<SPAN STYLE="""" >97</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >V</SPAN>","VOID","a","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.2","Multiple Choice","<SPAN STYLE="""" >An der R-Schnittstelle tritt folgende Spannung auf:</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >40</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >48</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >60</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >97</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&thinsp;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >V</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-bottom;"" >DC</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Welche L&auml;nge darf ein S-Bus im Maximum haben?</SPAN>","<SPAN STYLE="""" >100</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >150</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >300</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >500</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","VOID","b","VOID","VOID","1973","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >S-Bus, bestehend aus 2 Zweigen. Welche maximale L&auml;nge d&uuml;rfen die beiden Zweige jeweils haben?</SPAN>","<SPAN STYLE="""" >75</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >150</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >300</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >600</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","VOID","b","VOID","VOID","1974","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Welche L&auml;nge soll die Leitung an der a/b-Schnittstelle nicht &uuml;bersteigen?</SPAN>","<SPAN STYLE="""" >50</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >100</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >150</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >200</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","<SPAN STYLE="""" >300</SPAN><SPAN STYLE=""font-family: 'Arial';font-size: 11px;"" >&thinsp;</SPAN><SPAN STYLE="""" >m</SPAN>","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >S-Bus, bestehend aus 2 Zweigen. Wie viele Endger&auml;te d&uuml;rfen maximal angeschlossen werden?</SPAN>","<SPAN STYLE="""" >4</SPAN>","<SPAN STYLE="""" >8</SPAN>","<SPAN STYLE="""" >12</SPAN>","<SPAN STYLE="""" >16</SPAN>","VOID","b","VOID","VOID","1975","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Der S-Bus wird aus folgendem Grund 4-dr&auml;htig ausgef&uuml;hrt:</SPAN>","<SPAN STYLE="""" >Es sind 2 Verbindungen gleichzeitig m&ouml;glich --&gt; je Verbindung werden 2 Dr&auml;hte ben&ouml;tigt</SPAN>","<SPAN STYLE="""" >Senden und Empfangen erfolgt auf getrennten Leitungen</SPAN>","<SPAN STYLE="""" >2 Dr&auml;hte f&uuml;r den B-Kanal, 2 Dr&auml;hte f&uuml;r den D-Kanal</SPAN>","<SPAN STYLE="""" >2 Dr&auml;hte dienen zur Reserve. Bei einer St&ouml;rung wird automatisch auf die andere Leitung umgeschaltet.</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Die letzte Steckdose am S-Bus muss abgeschlossen werden und zwar mit 2 Widerst&auml;nden &agrave;:</SPAN>","<SPAN STYLE="""" >10 Ohm</SPAN>","<SPAN STYLE="""" >100 Ohm</SPAN>","<SPAN STYLE="""" >1&lsquo;000 Ohm</SPAN>","<SPAN STYLE="""" >10&lsquo;000 Ohm</SPAN>","VOID","b","VOID","VOID","1977","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Welches Steckersystem wird im Normalfall bei ISDN-Installationen f&uuml;r den S-Bus verwendet?</SPAN>","<SPAN STYLE="""" >RJ 24</SPAN>","<SPAN STYLE="""" >RJ 45</SPAN>","<SPAN STYLE="""" >TT 83</SPAN>","<SPAN STYLE="""" >TT 87</SPAN>","VOID","b","VOID","VOID","1978","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >F&uuml;r die analogen Anschl&uuml;sse wird h&auml;ufig folgendes Stecksystem eingesetzt:</SPAN>","<SPAN STYLE="""" >RJ 11</SPAN>","<SPAN STYLE="""" >RJ 45</SPAN>","<SPAN STYLE="""" >TT 83 resp. 87</SPAN>","<SPAN STYLE="""" >TT 98</SPAN>","VOID","c","VOID","VOID","1979","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Wann tritt der sogenannte Notbetrieb in Kraft?</SPAN>","<SPAN STYLE="""" >bei Ausfall der Netzspannung</SPAN>","<SPAN STYLE="""" >bei St&ouml;rung auf dem S-Bus</SPAN>","<SPAN STYLE="""" >bei Ausfall der U-Schnittstelle</SPAN>","<SPAN STYLE="""" >bei defektem NT</SPAN>","VOID","a","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Bei Notbetrieb erfolgt die Speisung des Notapparates:</SPAN>","<SPAN STYLE="""" >&uuml;ber Akkumulatoren, die im Endger&auml;t eingebaut sind</SPAN>","<SPAN STYLE="""" >&uuml;ber Akkus, die im NT integriert sind</SPAN>","<SPAN STYLE="""" >ab TVA &uuml;ber die T-Schnittstelle</SPAN>","<SPAN STYLE="""" >ab Anschlusszentrale &uuml;ber die U-Schnittstelle</SPAN>","VOID","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Sie wollen ein Endger&auml;t am S-Bus als Notapparat definieren. Die Programmierung erfolgt:</SPAN>","<SPAN STYLE="""" >in der Anschlusszentrale</SPAN>","<SPAN STYLE="""" >im NT</SPAN>","<SPAN STYLE="""" >in der TVA</SPAN>","<SPAN STYLE="""" >im Endger&auml;t</SPAN>","VOID","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >Wo wird ein Apparat an der R-Schnittstelle als Notapparat definiert?</SPAN>","<SPAN STYLE="""" >in der Anschlusszentrale</SPAN>","<SPAN STYLE="""" >im NT</SPAN>","<SPAN STYLE="""" >in der TVA</SPAN>","<SPAN STYLE="""" >im Endger&auml;t</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >An welchen Klemmen einer RJ 45 - Steckdose werden a und b - Draht eines analogen Apparates angeschlossen?</SPAN>","<SPAN STYLE="""" >1 und 8</SPAN>","<SPAN STYLE="""" >2 und 7</SPAN>","<SPAN STYLE="""" >3 und 6</SPAN>","<SPAN STYLE="""" >4 und 5</SPAN>","VOID","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.3","Multiple Choice","<SPAN STYLE="""" >An welchen Klemmen eines RJ 45 - Steckers wird die U-Schnittstelle angeschlossen?</SPAN>","<SPAN STYLE="""" >1 und 8</SPAN>","<SPAN STYLE="""" >2 und 7</SPAN>","<SPAN STYLE="""" >3 und 6</SPAN>","<SPAN STYLE="""" >4 und 5</SPAN>","VOID","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE="""" >Der Zusatzdienst MSN (Multiple Subscriber Number) erm&ouml;glicht es:</SPAN>","<SPAN STYLE="""" >die eigene Rufnummer zu unterdr&uuml;cken</SPAN>","<SPAN STYLE="""" >die Nummer b&ouml;swilliger Anrufe zu ermitteln</SPAN>","<SPAN STYLE="""" >jedem Endger&auml;t eine oder mehrere Rufnummern zuzuordnen</SPAN>","<SPAN STYLE="""" >gleichzeitig 3 Gespr&auml;che zu f&uuml;hren</SPAN>","VOID","c","VOID","VOID","2047","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Welche zwei der folgenden Zusatzdienste sind nur bei MultiLINE</SPAN><SPAN STYLE=""font-size: 6px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;vertical-align: text-top;"" >ISDN</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" > verf&uuml;gbar?</SPAN>","<SPAN STYLE="""" >Identifikation des Rufenden anzeigen (CLIP)</SPAN>","<SPAN STYLE="""" >Identifikation des Rufenden unterdr&uuml;cken (CLIR)</SPAN>","<SPAN STYLE="""" >Identifikation des Gerufenen anzeigen (COLP)</SPAN>","<SPAN STYLE="""" >Identifikation des Gerufenen unterdr&uuml;cken (COLR)</SPAN>","VOID","ac","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >A ruft B. A hat den Dienst &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Identifikation des Rufenden unterdr&uuml;cken</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo;, B den Dienst &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Identifikation des Rufenden anzeigen</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; aktiviert. Was passiert?</SPAN>","<SPAN STYLE="""" >die Verbindung kommt nicht zustande</SPAN>","<SPAN STYLE="""" >B sieht die Rufnummer von A</SPAN>","<SPAN STYLE="""" >B erh&auml;lt die Nachricht: &ldquo;Rufnummer unterdr&uuml;ckt&ldquo;</SPAN>","<SPAN STYLE="""" >das h&auml;ngt vom Endger&auml;t ab</SPAN>","VOID","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Sie (A) haben den Zusatzdienst &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Identifikation des Gerufenen anzeigen</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; aktiviert. Sie w&auml;hlen die Nummer von B. Dieser hat eine Anrufumleitung nach C programmiert. Welche Nummer wird Ihnen &uuml;bermittelt?</SPAN>","<SPAN STYLE="""" >keine</SPAN>","<SPAN STYLE="""" >die von Teilnehmer B</SPAN>","<SPAN STYLE="""" >die von Teilnehmer C</SPAN>","<SPAN STYLE="""" >beide</SPAN>","VOID","c","VOID","VOID","2048","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Unterst&uuml;tzt ein ISDN-Endger&auml;t den Zusatzdienst   &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Anrufumleitung</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo;, dann kann man:</SPAN>","<SPAN STYLE="""" >Anrufe auf Apparate am selben S-Bus weiterleiten</SPAN>","<SPAN STYLE="""" >den Anruf w&auml;hrend der Rufphase weiterleiten, ohne diesen entgegenzunehmen</SPAN>","<SPAN STYLE="""" >Anrufe gleichzeitig bei allen Apparaten am selben NT signalisieren</SPAN>","<SPAN STYLE="""" >Anrufe vom S-Bus auf die R-Schnittstelle umleiten</SPAN>","VOID","b","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE="""" >Wenn sie eine bestehende Verbindung &ldquo;parkieren&ldquo; und an einem anderen Endger&auml;t wieder aufnehmen wollen, dann aktivieren Sie den Zusatzdienst:  (2 Antworten sind richtig)</SPAN>","<SPAN STYLE="""" >Wechsel des Endger&auml;tes</SPAN>","<SPAN STYLE="""" >Halten einer Verbindung</SPAN>","<SPAN STYLE="""" >Anrufweiterleitung</SPAN>","<SPAN STYLE="""" >Anrufumleitung direkt</SPAN>","<SPAN STYLE="""" >Umstecken am S-Bus</SPAN>","ae","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Wie viele Verbindungen k&ouml;nnen beim Zusatzdienst: &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Verbindung Halten</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; gleichzeitig pro Basisanschluss gehalten werden?</SPAN>","<SPAN STYLE="""" >max. 1</SPAN>","<SPAN STYLE="""" >max. 2</SPAN>","<SPAN STYLE="""" >max. 3</SPAN>","<SPAN STYLE="""" >max. 4</SPAN>","<SPAN STYLE="""" >max. 5</SPAN>","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Falls ein digitales Endger&auml;t den Zusatzdienst &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Benutzer-Benutzer Signalisierung</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; unterst&uuml;tzt, dann kann man:</SPAN>","<SPAN STYLE="""" >MMS versenden</SPAN>","<SPAN STYLE="""" >SMS (160 Zeichen) versenden</SPAN>","<SPAN STYLE="""" >Informationen w&auml;hrend Verbindungsaufbau oder -abbau senden</SPAN>","<SPAN STYLE="""" >mp3-Dateien &uuml;bermitteln</SPAN>","VOID","c","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Welche 2 Aussagen treffen f&uuml;r den Zusatzdienst &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Benutzer-Benutzer-Signalisierung</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; zu</SPAN>","<SPAN STYLE="""" >es k&ouml;nnen max. 128 Zeichen &uuml;bermittelt werden</SPAN>","<SPAN STYLE="""" >die Daten werden &uuml;ber den D-Kanal gesendet</SPAN>","<SPAN STYLE="""" >dieser Dienst ist kostenpflichtig (20Rp/Mitteilung)</SPAN>","<SPAN STYLE="""" >funktioniert auch bei EconomyLINE</SPAN>","VOID","ab","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
"6.3.4","Multiple Choice","<SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >Falls das Endger&auml;t den Zusatzdienst &ldquo;</SPAN><SPAN STYLE=""font-size: 12px;font-weight: bold;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >ETV Online</SPAN><SPAN STYLE=""font-size: 12px;font-weight: normal;font-style:normal;text-decoration:none;font-variant:normal;letter-spacing: normal;text-transform: none;"" >&ldquo; unterst&uuml;tzt, kann man per Tastendruck:</SPAN>","<SPAN STYLE="""" >Informationen an den Anrufenden senden</SPAN>","<SPAN STYLE="""" >Daten aus dem Internet herunterladen</SPAN>","<SPAN STYLE="""" >Die Nummer des Rufenden ins Telefonverzeichnis &uuml;bernehmen</SPAN>","<SPAN STYLE="""" >Name und Adresse eines unbekannten Anrufers ausfindig machen</SPAN>","VOID","d","VOID","VOID","","","<SPAN STYLE="""" >HB</SPAN>","1"
